User Class	Origin	Destination	Interval	Type	Probability of Choice	Vehicles Generated	Vehicles Arrived	Cost	Distance	Travel Time	Travel Time Deviation	Speed
163: Car	61340: I17	62111: E4	1970-01-02T14:00:00	Mixed		136 (100.00)	54	0	4905.05	925.601	2080.8	19.0775
163: Car	61340: I17	61770: I26	1970-01-02T14:00:00	RC		7 (100.00)	6	0	2634.51	192.209	16.4176	49.3432
163: Car	61340: I17	61922: I28	1970-01-02T14:00:00	RC		8 (100.00)	3	0	6252.31	308.305	22.1688	73.0066
163: Car	61340: I17	62107: E13	1970-01-02T14:00:00	RC		28 (100.00)	25	0	5961.89	307.624	104.001	69.7696
163: Car	61340: I17	62025: I29	1970-01-02T14:00:00	RC		1 (100.00)	1	0	1388.61	107.024	0	46.7094
163: Car	61340: I17	62038: I30	1970-01-02T14:00:00	Mixed		12 (100.00)	2	0	4788.62	93.6141	7.672	184.15
163: Car	61340: I17	62106: E5	1970-01-02T14:00:00	Mixed		18 (100.00)	9	0	5123.09	1775.03	2799.12	10.3903
163: Car	61340: I17	62101: E12	1970-01-02T14:00:00	RC		50 (100.00)	32	0	6977.74	343.177	30.4685	73.198
163: Car	61340: I17	62105: E6	1970-01-02T14:00:00	Mixed		21 (100.00)	11	0	6465.07	382.001	156.877	60.9272
163: Car	61444: I19	60715: I4	1970-01-02T14:00:00	Mixed		13 (100.00)	3	0	6513.78	2543.43	3941.86	9.21967
163: Car	61479: I20	61634: I24	1970-01-02T14:00:00	RC		8 (100.00)	0	0	2643.56	0	0	
163: Car	61479: I20	61685: I25	1970-01-02T14:00:00	RC		11 (100.00)	0	0	2602.69	0	0	
163: Car	61444: I19	60796: I6	1970-01-02T14:00:00	RC		13 (100.00)	4	0	4450.72	322.538	32.6532	49.6766
163: Car	61479: I20	61770: I26	1970-01-02T14:00:00	RC		12 (100.00)	0	0	4097.42	0	0	
163: Car	61479: I20	61922: I28	1970-01-02T14:00:00	RC		18 (100.00)	2	0	4383.24	231.371	10.2765	68.2009
163: Car	61479: I20	62025: I29	1970-01-02T14:00:00	RC		14 (100.00)	14	0	2100.19	178.878	9.34936	42.2673
163: Car	61479: I20	61889: I27	1970-01-02T14:00:00	RC		5 (100.00)	0	0	1883.69	0	0	
163: Car	61479: I20	61625: I23	1970-01-02T14:00:00	RC		3 (100.00)	0	0	2933.45	0	0	
163: Car	61479: I20	61185: I12	1970-01-02T14:00:00	RC		36 (100.00)	5	0	845.173	42.7368	4.78712	71.1945
163: Car	61479: I20	61270: I13	1970-01-02T14:00:00	RC		10 (100.00)	4	0	1497.89	93.0459	4.27729	57.9543
163: Car	61479: I20	61576: I22	1970-01-02T14:00:00	RC		3 (100.00)	0	0	1255.25	0	0	
163: Car	61479: I20	61281: I14	1970-01-02T14:00:00	RC		6 (100.00)	2	0	1832.64	117.024	1.98722	56.3774
163: Car	61479: I20	61340: I17	1970-01-02T14:00:00	RC		18 (100.00)	15	0	905.793	81.5913	6.42671	39.9657
163: Car	61479: I20	61551: I21	1970-01-02T14:00:00	RC		10 (100.00)	0	0	3055.65	0	0	
163: Car	61479: I20	61369: I18	1970-01-02T14:00:00	RC		16 (100.00)	2	0	1257.37	100.195	6.93653	45.1773
163: Car	61479: I20	61444: I19	1970-01-02T14:00:00	RC		19 (100.00)	1	0	941.693	73.3916	0	46.1919
163: Car	61479: I20	62038: I30	1970-01-02T14:00:00	Mixed		11 (100.00)	7	0	2340.73	140.699	10.1218	59.8913
163: Car	61551: I21	60690: I3	1970-01-02T14:00:00	Mixed		4 (100.00)	4	0	2645.31	197.793	92.852	48.1468
163: Car	61551: I21	60715: I4	1970-01-02T14:00:00	Mixed		4 (100.00)	3	0	3061.2	204.24	12.2493	53.9578
163: Car	61479: I20	62101: E12	1970-01-02T14:00:00	RC		78 (100.00)	19	0	5108.67	288.193	28.7529	63.8156
163: Car	61551: I21	60796: I6	1970-01-02T14:00:00	Mixed		8 (100.00)	2	0	5912.25	316.675	10.6834	67.2112
163: Car	61551: I21	61034: I8	1970-01-02T14:00:00	RC		13 (100.00)	1	0	4698.96	335.436	0	50.4307
163: Car	61551: I21	61153: I10	1970-01-02T14:00:00	Mixed		1 (100.00)	0	0	6702.76	0	0	
163: Car	61551: I21	60941: I7	1970-01-02T14:00:00	Mixed		9 (100.00)	1	0	5090.09	267.862	0	68.4095
163: Car	61551: I21	60609: I2	1970-01-02T14:00:00	Mixed		41 (100.00)	17	0	1586.46	103.31	18.9623	55.283
163: Car	61479: I20	62105: E6	1970-01-02T14:00:00	RC		45 (100.00)	11	0	5006.75	329.424	17.8741	54.7147
163: Car	61479: I20	62106: E5	1970-01-02T14:00:00	Mixed		43 (100.00)	24	0	4694.58	286.548	106.285	58.9797
163: Car	61551: I21	60509: I1	1970-01-02T14:00:00	RC		36 (100.00)	35	0	1078.76	78.8213	5.89755	49.27
163: Car	61479: I20	62107: E13	1970-01-02T14:00:00	RC		71 (100.00)	24	0	4349.45	215.6	15.184	72.6253
163: Car	61479: I20	62111: E4	1970-01-02T14:00:00	Mixed		193 (100.00)	96	0	5190.42	857.11	1985.55	21.8006
163: Car	61479: I20	62116: E19	1970-01-02T14:00:00	RC		2 (100.00)	0	0	3455.97	0	0	
163: Car	61479: I20	62113: E21	1970-01-02T14:00:00	RC		228 (100.00)	3	0	2777.09	17686	100.745	0.56528
163: Car	61479: I20	62115: E20	1970-01-02T14:00:00	RC		159 (100.00)	11	0	3115.21	17823.9	120.279	0.629199
163: Car	61479: I20	61160: I11	1970-01-02T14:00:00	RC		4 (100.00)	1	0	3871.12	239.611	0	58.1609
163: Car	61444: I19	61576: I22	1970-01-02T14:00:00	RC		14 (100.00)	14	0	657.906	59.3783	4.11388	39.8877
163: Car	61444: I19	61625: I23	1970-01-02T14:00:00	RC		7 (100.00)	0	0	2660.86	0	0	
163: Car	61479: I20	61153: I10	1970-01-02T14:00:00	RC		4 (100.00)	1	0	3030.05	153.787	0	70.9305
163: Car	61444: I19	61634: I24	1970-01-02T14:00:00	RC		3 (100.00)	0	0	2370.97	0	0	
163: Car	61444: I19	61770: I26	1970-01-02T14:00:00	RC		5 (100.00)	5	0	2899.95	211.977	13.4221	49.2498
163: Car	61444: I19	61889: I27	1970-01-02T14:00:00	RC		5 (100.00)	0	0	1611.1	0	0	
163: Car	61444: I19	61685: I25	1970-01-02T14:00:00	RC		16 (100.00)	0	0	2330.1	0	0	
163: Car	61444: I19	61551: I21	1970-01-02T14:00:00	RC		4 (100.00)	0	0	2783.06	0	0	
163: Car	61444: I19	60941: I7	1970-01-02T14:00:00	Mixed		13 (100.00)	5	0	3658.53	226.692	23.1158	58.0996
163: Car	61444: I19	61034: I8	1970-01-02T14:00:00	RC		34 (100.00)	11	0	2632	159.023	9.0515	59.5838
163: Car	61444: I19	61479: I20	1970-01-02T14:00:00	RC		24 (100.00)	8	0	567.092	4270.23	5855.07	0.478085
163: Car	61444: I19	61185: I12	1970-01-02T14:00:00	RC		13 (100.00)	1	0	1642.03	107.217	0	55.1343
163: Car	61444: I19	61270: I13	1970-01-02T14:00:00	RC		9 (100.00)	4	0	2294.75	159.344	15.7007	51.8444
163: Car	61444: I19	61369: I18	1970-01-02T14:00:00	RC		41 (100.00)	38	0	573.6	50.1456	2.7678	41.1792
163: Car	61444: I19	61281: I14	1970-01-02T14:00:00	RC		7 (100.00)	1	0	2629.5	180.824	0	52.3505
163: Car	61444: I19	61340: I17	1970-01-02T14:00:00	RC		6 (100.00)	6	0	1621.93	119.616	5.56763	48.8141
163: Car	61444: I19	61922: I28	1970-01-02T14:00:00	RC		4 (100.00)	0	0	5180.1	0	0	
163: Car	61479: I20	60509: I1	1970-01-02T14:00:00	RC		26 (100.00)	26	0	2725.76	215.928	14.6661	45.4444
163: Car	61479: I20	60609: I2	1970-01-02T14:00:00	Mixed		11 (100.00)	2	0	5547.16	166.813	3.89742	119.713
163: Car	61444: I19	62025: I29	1970-01-02T14:00:00	RC		8 (100.00)	7	0	1654.06	140.1	12.2709	42.5024
163: Car	61479: I20	60690: I3	1970-01-02T14:00:00	Mixed		9 (100.00)	2	0	10830.2	6788.01	304.346	5.74374
163: Car	61479: I20	60715: I4	1970-01-02T14:00:00	Mixed		11 (100.00)	5	0	3249.34	207.141	11.1112	56.4717
163: Car	61479: I20	61034: I8	1970-01-02T14:00:00	RC		46 (100.00)	23	0	1835.14	106.029	10.3669	62.3084
163: Car	61479: I20	60796: I6	1970-01-02T14:00:00	RC		20 (100.00)	4	0	3653.86	262.177	16.3055	50.1718
163: Car	61479: I20	60941: I7	1970-01-02T14:00:00	Mixed		15 (100.00)	5	0	2865.51	175.562	22.2803	58.759
163: Car	61444: I19	62116: E19	1970-01-02T14:00:00	RC		2 (100.00)	0	0	3183.38	0	0	
163: Car	61444: I19	62038: I30	1970-01-02T14:00:00	RC		13 (100.00)	10	0	2188.91	186.297	12.6576	42.2983
163: Car	61444: I19	62101: E12	1970-01-02T14:00:00	RC		51 (100.00)	10	0	5905.53	348.785	25.1576	60.9542
163: Car	61444: I19	62115: E20	1970-01-02T14:00:00	RC		144 (100.00)	1	0	2842.63	18022.3	0	0.567821
163: Car	61444: I19	62105: E6	1970-01-02T14:00:00	RC		19 (100.00)	2	0	5803.61	389.267	6.84738	53.6726
163: Car	61444: I19	62106: E5	1970-01-02T14:00:00	Mixed		24 (100.00)	14	0	7297.86	421.56	200.006	62.3216
163: Car	61444: I19	62113: E21	1970-01-02T14:00:00	RC		207 (100.00)	9	0	2504.5	17974.2	240.806	0.501618
163: Car	61444: I19	62107: E13	1970-01-02T14:00:00	RC		62 (100.00)	18	0	5146.31	276.623	17.6718	66.9745
163: Car	61444: I19	62111: E4	1970-01-02T14:00:00	Mixed		188 (100.00)	71	0	6285.2	1058.69	2194.61	21.3725
163: Car	61340: I17	60509: I1	1970-01-02T14:00:00	RC		13 (100.00)	13	0	2014.18	148.985	9.04341	48.6698
163: Car	61185: I12	61369: I18	1970-01-02T14:00:00	RC		11 (100.00)	1	0	2360.67	15532.1	0	0.547153
163: Car	61185: I12	61444: I19	1970-01-02T14:00:00	RC		20 (100.00)	3	0	2045	121.482	9.42633	60.6015
163: Car	61320: I15	62115: E20	1970-01-02T14:00:00	Mixed		21 (100.00)	6	0	4183.7	968.42	791.902	15.5525
163: Car	61185: I12	61479: I20	1970-01-02T14:00:00	RC		54 (100.00)	10	0	687.045	44.1136	2.97185	56.068
163: Car	61185: I12	61576: I22	1970-01-02T14:00:00	RC		12 (100.00)	0	0	2369.71	0	0	
163: Car	61185: I12	61625: I23	1970-01-02T14:00:00	RC		2 (100.00)	0	0	4047.9	0	0	
163: Car	61185: I12	61551: I21	1970-01-02T14:00:00	RC		9 (100.00)	0	0	4170.1	0	0	
163: Car	61185: I12	61340: I17	1970-01-02T14:00:00	RC		19 (100.00)	15	0	1952.43	166.278	8.09559	42.271
163: Car	61185: I12	60796: I6	1970-01-02T14:00:00	RC		235 (100.00)	219	0	2546.99	361.462	130.528	25.3668
163: Car	61185: I12	60941: I7	1970-01-02T14:00:00	Mixed		71 (100.00)	33	0	1328.5	116.678	39.2796	40.9896
163: Car	61185: I12	61320: I15	1970-01-02T14:00:00	RC		8 (100.00)	8	0	2657.52	203.442	8.40768	47.0259
163: Car	61185: I12	61034: I8	1970-01-02T14:00:00	RC		97 (100.00)	97	0	133.293	13.9157	0.78874	34.4829
163: Car	61185: I12	61153: I10	1970-01-02T14:00:00	RC		3 (100.00)	3	0	1598.22	97.3446	6.82131	59.1054
163: Car	61185: I12	61281: I14	1970-01-02T14:00:00	RC		41 (100.00)	41	0	842.476	74.3468	4.73856	40.7941
163: Car	61185: I12	61160: I11	1970-01-02T14:00:00	RC		8 (100.00)	1	0	2439.29	160.336	0	54.769
163: Car	61185: I12	61270: I13	1970-01-02T14:00:00	RC		30 (100.00)	30	0	539.507	46.679	1.78566	41.6081
163: Car	61185: I12	61634: I24	1970-01-02T14:00:00	RC		2 (100.00)	0	0	3758.01	0	0	
163: Car	61185: I12	62110: E16	1970-01-02T14:00:00	RC		6 (100.00)	6	0	246.381	28.3287	5.92619	31.31
163: Car	61185: I12	62111: E4	1970-01-02T14:00:00	Mixed		301 (100.00)	111	0	6875.98	1092.06	2194.18	22.6669
163: Car	61185: I12	61685: I25	1970-01-02T14:00:00	RC		9 (100.00)	0	0	3717.14	0	0	
163: Car	61185: I12	62113: E21	1970-01-02T14:00:00	RC		281 (100.00)	13	0	3891.55	18033.9	252.371	0.776845
163: Car	61185: I12	62116: E19	1970-01-02T14:00:00	RC		1 (100.00)	0	0	4570.43	0	0	
163: Car	61270: I13	60509: I1	1970-01-02T14:00:00	RC		1 (100.00)	1	0	3550.3	259.723	0	49.2105
163: Car	61185: I12	62115: E20	1970-01-02T14:00:00	RC		167 (100.00)	7	0	4229.67	17808.7	151.351	0.85502
163: Car	61185: I12	62107: E13	1970-01-02T14:00:00	RC		121 (100.00)	47	0	2917.62	146.225	9.10696	71.8304
163: Car	61185: I12	61770: I26	1970-01-02T14:00:00	RC		11 (100.00)	0	0	5211.88	0	0	
163: Car	61185: I12	61889: I27	1970-01-02T14:00:00	RC		8 (100.00)	0	0	2998.15	0	0	
163: Car	61185: I12	62106: E5	1970-01-02T14:00:00	RC		70 (100.00)	38	0	4615.63	236.993	15.1922	70.113
163: Car	61185: I12	61922: I28	1970-01-02T14:00:00	RC		21 (100.00)	11	0	2951.41	181.597	10.8754	58.5091
163: Car	61185: I12	62025: I29	1970-01-02T14:00:00	RC		7 (100.00)	0	0	3441.13	0	0	
163: Car	61185: I12	62105: E6	1970-01-02T14:00:00	RC		65 (100.00)	32	0	3899.88	259.639	24.7874	54.0735
163: Car	61185: I12	62038: I30	1970-01-02T14:00:00	Mixed		20 (100.00)	6	0	6222.54	225.813	17.7207	99.2023
163: Car	61185: I12	62101: E12	1970-01-02T14:00:00	RC		111 (100.00)	46	0	3676.84	220.052	15.6479	60.1522
163: Car	61185: I12	60715: I4	1970-01-02T14:00:00	RC		25 (100.00)	11	0	4197.18	229.316	11.9977	65.891
163: Car	61160: I11	61185: I12	1970-01-02T14:00:00	Mixed		6 (100.00)	1	0	3165.49	165.64	0	68.7983
163: Car	61160: I11	61270: I13	1970-01-02T14:00:00	RC		5 (100.00)	0	0	3282.42	0	0	
163: Car	61185: I12	60690: I3	1970-01-02T14:00:00	Mixed		6 (100.00)	2	0	6232.47	345.132	21.1353	65.0096
163: Car	61160: I11	61281: I14	1970-01-02T14:00:00	RC		8 (100.00)	5	0	2549.97	189.881	12.2066	48.3455
163: Car	61160: I11	61369: I18	1970-01-02T14:00:00	Mixed		4 (100.00)	4	0	7246.09	1630.81	2572.3	15.9956
163: Car	61160: I11	61479: I20	1970-01-02T14:00:00	RC		4 (100.00)	4	0	3941.33	234.168	17.6722	60.5922
163: Car	61160: I11	61340: I17	1970-01-02T14:00:00	Mixed		1 (100.00)	1	0	8444.61	6613.26	0	4.59692
163: Car	61160: I11	61153: I10	1970-01-02T14:00:00	RC		4 (100.00)	4	0	1277.47	79.811	9.65882	57.6222
163: Car	61153: I10	62116: E19	1970-01-02T14:00:00	Mixed		2 (100.00)	1	0	8298.62	5725.36	0	5.21802
163: Car	61160: I11	60509: I1	1970-01-02T14:00:00	Mixed		2 (100.00)	2	0	7680.35	2379.69	2923.85	11.6188
163: Car	61160: I11	61034: I8	1970-01-02T14:00:00	Mixed		14 (100.00)	6	0	2944.21	108.018	5.94792	98.1244
163: Car	61160: I11	60609: I2	1970-01-02T14:00:00	Mixed		14 (100.00)	7	0	9792.75	4692.12	3036.37	7.51343
163: Car	61160: I11	60690: I3	1970-01-02T14:00:00	Mixed		3 (100.00)	2	0	9577.47	372.691	19.6009	92.5132
163: Car	61160: I11	60941: I7	1970-01-02T14:00:00	RC		17 (100.00)	17	0	1486.36	106.977	8.60328	50.0195
163: Car	61160: I11	60715: I4	1970-01-02T14:00:00	RC		13 (100.00)	13	0	1836.4	149.288	6.17613	44.2838
163: Car	61160: I11	60796: I6	1970-01-02T14:00:00	RC		101 (100.00)	101	0	384.978	31.2836	2.01448	44.3019
163: Car	61160: I11	61551: I21	1970-01-02T14:00:00	RC		1 (100.00)	0	0	8599.44	0	0	
163: Car	61160: I11	62111: E4	1970-01-02T14:00:00	Mixed		202 (100.00)	109	0	7681.37	2193.2	2750.03	12.6085
163: Car	61160: I11	62113: E21	1970-01-02T14:00:00	Mixed		69 (100.00)	44	0	8367.5	3970.19	4625.54	7.58729
163: Car	61160: I11	61576: I22	1970-01-02T14:00:00	RC		1 (100.00)	1	0	5623.99	311.894	0	64.9141
163: Car	61160: I11	62115: E20	1970-01-02T14:00:00	Mixed		71 (100.00)	44	0	8447.45	3115.03	2422.73	9.76261
163: Car	61185: I12	60509: I1	1970-01-02T14:00:00	RC		15 (100.00)	1	0	4066.7	273.664	0	53.4967
163: Car	61185: I12	60609: I2	1970-01-02T14:00:00	Mixed		13 (100.00)	3	0	5292.71	241.115	3.47556	79.0237
163: Car	61160: I11	62116: E19	1970-01-02T14:00:00	Mixed		1 (100.00)	1	0	8444.61	5893.46	0	5.15837
163: Car	61160: I11	62107: E13	1970-01-02T14:00:00	Mixed		28 (100.00)	24	0	2811.52	128.18	6.12196	78.9628
163: Car	61160: I11	61634: I24	1970-01-02T14:00:00	RC		1 (100.00)	0	0	8187.34	0	0	
163: Car	61160: I11	61685: I25	1970-01-02T14:00:00	Mixed		2 (100.00)	1	0	8295.54	7077.65	0	4.21947
163: Car	61160: I11	62106: E5	1970-01-02T14:00:00	RC		94 (100.00)	93	0	2791.91	206.25	11.4819	48.7314
163: Car	61160: I11	61770: I26	1970-01-02T14:00:00	Mixed		3 (100.00)	1	0	8272.67	354.129	0	84.0983
163: Car	61160: I11	61922: I28	1970-01-02T14:00:00	RC		25 (100.00)	24	0	453.217	43.8957	3.91485	37.1695
163: Car	61160: I11	62105: E6	1970-01-02T14:00:00	RC		50 (100.00)	50	0	1958	151.165	7.2553	46.6299
163: Car	61160: I11	62038: I30	1970-01-02T14:00:00	Mixed		4 (100.00)	3	0	7840.06	1543.36	2239.69	18.2875
163: Car	61160: I11	62101: E12	1970-01-02T14:00:00	RC		92 (100.00)	92	0	1178.64	75.6967	5.17486	56.0542
163: Car	61270: I13	60609: I2	1970-01-02T14:00:00	Mixed		1 (100.00)	0	0	17922.9	0	0	
163: Car	61281: I14	62106: E5	1970-01-02T14:00:00	RC		24 (100.00)	15	0	2710.45	200.573	12.0896	48.6488
163: Car	61281: I14	62107: E13	1970-01-02T14:00:00	RC		25 (100.00)	12	0	4212.07	207.094	12.7426	73.2202
163: Car	61270: I13	60715: I4	1970-01-02T14:00:00	RC		3 (100.00)	2	0	3222.08	264.594	0.603089	43.8389
163: Car	61281: I14	62111: E4	1970-01-02T14:00:00	RC		105 (100.00)	50	0	2996.42	193.185	30.3625	55.8383
163: Car	61281: I14	62115: E20	1970-01-02T14:00:00	Mixed		62 (100.00)	15	0	5534.71	1518.76	922.769	13.1192
163: Car	61320: I15	60715: I4	1970-01-02T14:00:00	RC		4 (100.00)	0	0	2151.72	0	0	
163: Car	61281: I14	62113: E21	1970-01-02T14:00:00	RC		92 (100.00)	1	0	4762.98	18201.5	0	0.94205
163: Car	61281: I14	62105: E6	1970-01-02T14:00:00	RC		27 (100.00)	23	0	2991.43	198.266	12.1879	54.3168
163: Car	61281: I14	61444: I19	1970-01-02T14:00:00	RC		6 (100.00)	0	0	2916.43	0	0	
163: Car	61281: I14	61479: I20	1970-01-02T14:00:00	RC		8 (100.00)	1	0	1558.48	102.608	0	54.6795
163: Car	61281: I14	62101: E12	1970-01-02T14:00:00	RC		31 (100.00)	22	0	3833.89	260.337	17.9745	53.0159
163: Car	61281: I14	61551: I21	1970-01-02T14:00:00	RC		6 (100.00)	4	0	4067.07	270.043	7.96831	54.2191
163: Car	61281: I14	61625: I23	1970-01-02T14:00:00	RC		4 (100.00)	0	0	4919.34	0	0	
163: Car	61281: I14	62038: I30	1970-01-02T14:00:00	RC		17 (100.00)	6	0	2439.61	174.19	14.3268	50.4196
163: Car	61281: I14	61922: I28	1970-01-02T14:00:00	RC		10 (100.00)	6	0	3130.89	239.82	8.67662	46.9987
163: Car	61281: I14	62025: I29	1970-01-02T14:00:00	RC		3 (100.00)	0	0	2972.88	0	0	
163: Car	61320: I15	60941: I7	1970-01-02T14:00:00	RC		10 (100.00)	3	0	3421.21	151.663	2.90192	81.209
163: Car	61320: I15	62101: E12	1970-01-02T14:00:00	RC		12 (100.00)	5	0	6819.02	297.56	11.083	82.4992
163: Car	61320: I15	62105: E6	1970-01-02T14:00:00	RC		6 (100.00)	4	0	5578.26	281.046	23.6706	71.4534
163: Car	61320: I15	61034: I8	1970-01-02T14:00:00	RC		3 (100.00)	2	0	4324.4	226.129	18.879	68.845
163: Car	61320: I15	62106: E5	1970-01-02T14:00:00	RC		11 (100.00)	2	0	3203.5	218.295	29.8664	52.8303
163: Car	61320: I15	62111: E4	1970-01-02T14:00:00	RC		39 (100.00)	15	0	1645.14	96.9874	6.6916	61.0649
163: Car	61320: I15	62113: E21	1970-01-02T14:00:00	Mixed		37 (100.00)	8	0	4072.13	3598.61	5070.66	4.07371
163: Car	61320: I15	62107: E13	1970-01-02T14:00:00	RC		11 (100.00)	5	0	5803.17	218.764	11.7026	95.4974
163: Car	61320: I15	62038: I30	1970-01-02T14:00:00	RC		3 (100.00)	2	0	1088.33	76.6453	2.00085	51.1186
163: Car	61320: I15	61185: I12	1970-01-02T14:00:00	RC		4 (100.00)	1	0	2628.08	207.39	0	45.6197
163: Car	61320: I15	61340: I17	1970-01-02T14:00:00	RC		2 (100.00)	0	0	1215.19	0	0	
163: Car	61320: I15	61922: I28	1970-01-02T14:00:00	RC		3 (100.00)	2	0	6093.59	266.361	30.7393	82.358
163: Car	61320: I15	61369: I18	1970-01-02T14:00:00	RC		5 (100.00)	1	0	1791	137.886	0	46.7604
163: Car	61320: I15	61576: I22	1970-01-02T14:00:00	RC		1 (100.00)	0	0	4725.44	0	0	
163: Car	61320: I15	61685: I25	1970-01-02T14:00:00	RC		1 (100.00)	0	0	3881.01	0	0	
163: Car	61320: I15	61625: I23	1970-01-02T14:00:00	RC		2 (100.00)	2	0	4320.79	225.538	24.0853	68.9676
163: Car	61320: I15	61634: I24	1970-01-02T14:00:00	Mixed		2 (100.00)	2	0	4179.15	448.594	56.6022	33.538
163: Car	61281: I14	61369: I18	1970-01-02T14:00:00	RC		9 (100.00)	9	0	2613.86	214.971	9.96049	43.7729
163: Car	61270: I13	61576: I22	1970-01-02T14:00:00	RC		4 (100.00)	0	0	3070.1	0	0	
163: Car	61270: I13	61634: I24	1970-01-02T14:00:00	RC		4 (100.00)	0	0	4458.4	0	0	
163: Car	61281: I14	61340: I17	1970-01-02T14:00:00	RC		5 (100.00)	5	0	2078.93	169.071	7.506	44.2663
163: Car	61270: I13	61770: I26	1970-01-02T14:00:00	RC		9 (100.00)	5	0	4170.62	327.529	20.6615	45.841
163: Car	61270: I13	62025: I29	1970-01-02T14:00:00	RC		2 (100.00)	2	0	2924.73	237.786	8.85228	44.2795
163: Car	61270: I13	62038: I30	1970-01-02T14:00:00	Mixed		3 (100.00)	1	0	5461.96	206.721	0	95.1188
163: Car	61270: I13	61922: I28	1970-01-02T14:00:00	RC		9 (100.00)	5	0	4249.06	271.762	22.3449	56.2868
163: Car	61270: I13	61479: I20	1970-01-02T14:00:00	RC		3 (100.00)	0	0	1387.44	0	0	
163: Car	61270: I13	60796: I6	1970-01-02T14:00:00	RC		3 (100.00)	3	0	2568.62	221.451	13.0646	41.7566
163: Car	61270: I13	60941: I7	1970-01-02T14:00:00	RC		6 (100.00)	6	0	1813.12	159.576	2.65405	40.9038
163: Car	61270: I13	61444: I19	1970-01-02T14:00:00	RC		7 (100.00)	0	0	2745.39	0	0	
163: Car	61270: I13	61034: I8	1970-01-02T14:00:00	RC		22 (100.00)	22	0	1393.23	97.5357	5.43175	51.4235
163: Car	61270: I13	61185: I12	1970-01-02T14:00:00	RC		6 (100.00)	4	0	546.294	49.3548	4.00129	39.8474
163: Car	61270: I13	61369: I18	1970-01-02T14:00:00	RC		3 (100.00)	3	0	2257.99	179.965	8.67205	45.1685
163: Car	61270: I13	61281: I14	1970-01-02T14:00:00	RC		5 (100.00)	5	0	1015.46	81.5015	3.76476	44.8537
163: Car	61270: I13	61340: I17	1970-01-02T14:00:00	RC		8 (100.00)	7	0	1723.05	138.721	9.28763	44.7157
163: Car	61270: I13	62101: E12	1970-01-02T14:00:00	RC		14 (100.00)	7	0	4974.48	310.436	28.1346	57.687
163: Car	61281: I14	60941: I7	1970-01-02T14:00:00	RC		35 (100.00)	34	0	883.038	74.066	4.30832	42.9203
163: Car	61281: I14	61034: I8	1970-01-02T14:00:00	RC		15 (100.00)	15	0	969.148	67.1071	5.79504	51.9905
163: Car	61270: I13	62105: E6	1970-01-02T14:00:00	RC		9 (100.00)	8	0	3921.52	289.018	17.7808	48.8463
163: Car	61281: I14	61153: I10	1970-01-02T14:00:00	RC		1 (100.00)	1	0	3154.71	169.739	0	66.9085
163: Car	61281: I14	61160: I11	1970-01-02T14:00:00	RC		14 (100.00)	4	0	2472.34	188.752	15.3819	47.1541
163: Car	61281: I14	61320: I15	1970-01-02T14:00:00	RC		5 (100.00)	5	0	646.655	52.778	2.27429	44.1085
163: Car	61281: I14	61185: I12	1970-01-02T14:00:00	RC		24 (100.00)	24	0	341.242	27.5048	1.30251	44.6639
163: Car	61281: I14	61270: I13	1970-01-02T14:00:00	RC		3 (100.00)	1	0	979.117	77.5517	0	45.4512
163: Car	61281: I14	60796: I6	1970-01-02T14:00:00	RC		35 (100.00)	24	0	1638.54	126.911	6.42998	46.4795
163: Car	61270: I13	62106: E5	1970-01-02T14:00:00	RC		22 (100.00)	11	0	3640.53	271.882	10.1612	48.2045
163: Car	61270: I13	62107: E13	1970-01-02T14:00:00	RC		12 (100.00)	10	0	4215.26	232.48	19.1787	65.2742
163: Car	61281: I14	60715: I4	1970-01-02T14:00:00	RC		10 (100.00)	6	0	2292	183.733	9.07086	44.9086
163: Car	61270: I13	62111: E4	1970-01-02T14:00:00	Mixed		51 (100.00)	27	0	4715.16	241.092	125.09	70.4071
163: Car	61270: I13	62113: E21	1970-01-02T14:00:00	RC		42 (100.00)	0	0	4591.94	0	0	
163: Car	61281: I14	60609: I2	1970-01-02T14:00:00	RC		3 (100.00)	2	0	3359.47	212.925	6.31455	56.7997
163: Car	61270: I13	62115: E20	1970-01-02T14:00:00	RC		33 (100.00)	0	0	4930.06	0	0	
163: Car	61281: I14	60509: I1	1970-01-02T14:00:00	RC		4 (100.00)	1	0	3700.45	257.762	0	51.682
