User Class	Origin	Destination	Interval	Type	Probability of Choice	Vehicles Generated	Vehicles Arrived	Cost	Distance	Travel Time	Travel Time Deviation	Speed
163: Car	61034: I8	60609: I2	1970-01-02T14:00:00	Mixed		40 (100.00)	26	0	7066.42	1825.84	2372.93	13.9328
163: Car	60941: I7	62105: E6	1970-01-02T14:00:00	RC		87 (100.00)	61	0	1857.68	113.136	9.65509	59.1114
163: Car	60941: I7	62106: E5	1970-01-02T14:00:00	RC		81 (100.00)	43	0	1256.88	96.266	8.3404	47.0028
163: Car	61034: I8	60509: I1	1970-01-02T14:00:00	RC		19 (100.00)	4	0	4963.5	7996.52	8891.73	2.23455
163: Car	60941: I7	62107: E13	1970-01-02T14:00:00	RC		124 (100.00)	65	0	3120.8	128.958	8.29855	87.1201
163: Car	60941: I7	62111: E4	1970-01-02T14:00:00	Mixed		281 (100.00)	114	0	4215.8	1340.58	2050.11	11.3211
163: Car	60941: I7	62116: E19	1970-01-02T14:00:00	RC		7 (100.00)	0	0	7806.22	0	0	
163: Car	60941: I7	62113: E21	1970-01-02T14:00:00	Mixed		258 (100.00)	130	0	6091.41	2911.38	3385.01	7.5322
163: Car	60941: I7	62115: E20	1970-01-02T14:00:00	Mixed		189 (100.00)	94	0	6277.5	1848.46	1631.16	12.2259
163: Car	61034: I8	61185: I12	1970-01-02T14:00:00	RC		112 (100.00)	112	0	113.1	9.45521	0.970713	43.062
163: Car	61034: I8	61634: I24	1970-01-02T14:00:00	RC		11 (100.00)	1	0	4654.81	17773	0	0.942852
163: Car	61034: I8	61685: I25	1970-01-02T14:00:00	RC		14 (100.00)	0	0	4613.94	0	0	
163: Car	61034: I8	61270: I13	1970-01-02T14:00:00	RC		41 (100.00)	41	0	1394.95	113.969	6.5524	44.0631
163: Car	61034: I8	61770: I26	1970-01-02T14:00:00	RC		7 (100.00)	0	0	6108.68	0	0	
163: Car	61034: I8	61922: I28	1970-01-02T14:00:00	RC		55 (100.00)	30	0	2380.34	146.551	11.3363	58.4727
163: Car	61034: I8	62025: I29	1970-01-02T14:00:00	RC		6 (100.00)	0	0	4337.93	0	0	
163: Car	61034: I8	61889: I27	1970-01-02T14:00:00	RC		8 (100.00)	0	0	3894.95	0	0	
163: Car	61034: I8	61625: I23	1970-01-02T14:00:00	RC		8 (100.00)	0	0	4944.7	0	0	
163: Car	61034: I8	61281: I14	1970-01-02T14:00:00	RC		28 (100.00)	28	0	997.785	82.2791	5.26059	43.6566
163: Car	61034: I8	61320: I15	1970-01-02T14:00:00	RC		9 (100.00)	9	0	2812.83	210.455	12.1643	48.1156
163: Car	61034: I8	61576: I22	1970-01-02T14:00:00	RC		13 (100.00)	0	0	3266.51	0	0	
163: Car	61034: I8	61340: I17	1970-01-02T14:00:00	RC		35 (100.00)	34	0	2651.65	205.062	13.8745	46.5514
163: Car	61034: I8	61369: I18	1970-01-02T14:00:00	RC		18 (100.00)	0	0	3257.47	0	0	
163: Car	61034: I8	61551: I21	1970-01-02T14:00:00	RC		15 (100.00)	0	0	5066.9	0	0	
163: Car	61034: I8	61444: I19	1970-01-02T14:00:00	RC		44 (100.00)	0	0	2941.8	0	0	
163: Car	61034: I8	61479: I20	1970-01-02T14:00:00	RC		64 (100.00)	26	0	1583.85	2548.85	4570.49	2.23703
163: Car	60793: I5	61444: I19	1970-01-02T14:00:00	RC		2 (100.00)	0	0	5557.75	0	0	
163: Car	60609: I2	61281: I14	1970-01-02T14:00:00	Mixed		7 (100.00)	1	0	3390.15	184.451	0	66.1668
163: Car	60609: I2	61320: I15	1970-01-02T14:00:00	RC		2 (100.00)	0	0	2268.19	0	0	
163: Car	60793: I5	61281: I14	1970-01-02T14:00:00	RC		1 (100.00)	1	0	1626.55	112.17	0	52.203
163: Car	60609: I2	61340: I17	1970-01-02T14:00:00	Mixed		15 (100.00)	2	0	2893.69	139.346	3.02479	74.7585
163: Car	60609: I2	61444: I19	1970-01-02T14:00:00	RC		20 (100.00)	12	0	3217.7	3878.29	3817.6	2.98681
163: Car	60609: I2	61479: I20	1970-01-02T14:00:00	Mixed		20 (100.00)	8	0	3086.61	167.808	9.30118	66.2173
163: Car	60609: I2	61369: I18	1970-01-02T14:00:00	RC		28 (100.00)	11	0	2219.6	169.416	7.04282	47.1654
163: Car	60609: I2	61270: I13	1970-01-02T14:00:00	RC		1 (100.00)	1	0	3370.03	226.383	0	53.5911
163: Car	60609: I2	60690: I3	1970-01-02T14:00:00	RC		29 (100.00)	16	0	610.315	52.3495	2.83624	41.9705
163: Car	60609: I2	60715: I4	1970-01-02T14:00:00	Mixed		21 (100.00)	8	0	2607.45	144.683	16.6365	64.8787
163: Car	60609: I2	61185: I12	1970-01-02T14:00:00	Mixed		20 (100.00)	3	0	4207.19	240.818	10.7101	62.8936
163: Car	60609: I2	60796: I6	1970-01-02T14:00:00	Mixed		45 (100.00)	15	0	5417.45	256.422	16.0293	76.0576
163: Car	60609: I2	60941: I7	1970-01-02T14:00:00	Mixed		37 (100.00)	18	0	4469.15	198.826	10.4907	80.9197
163: Car	60609: I2	61160: I11	1970-01-02T14:00:00	Mixed		14 (100.00)	3	0	6934.46	295.109	12.4958	84.5927
163: Car	60609: I2	61034: I8	1970-01-02T14:00:00	RC		39 (100.00)	19	0	5251.46	257.486	16.6961	73.4225
163: Car	60609: I2	61153: I10	1970-01-02T14:00:00	RC		3 (100.00)	0	0	5672.87	0	0	
163: Car	60609: I2	61551: I21	1970-01-02T14:00:00	RC		21 (100.00)	13	0	2413.73	163.568	12.6895	53.1242
163: Car	60609: I2	62105: E6	1970-01-02T14:00:00	Mixed		138 (100.00)	49	0	4959.17	288.07	19.97	61.9745
163: Car	60609: I2	62106: E5	1970-01-02T14:00:00	Mixed		227 (100.00)	68	0	3664.24	205.743	14.8663	64.1153
163: Car	60609: I2	61576: I22	1970-01-02T14:00:00	Mixed		12 (100.00)	3	0	4791.92	8162.82	465.81	2.11335
163: Car	60609: I2	62107: E13	1970-01-02T14:00:00	Mixed		198 (100.00)	60	0	7054.68	306.101	323.323	82.9688
163: Car	60609: I2	62113: E21	1970-01-02T14:00:00	Mixed		643 (100.00)	205	0	4693.49	2984.27	4761.41	5.66187
163: Car	60609: I2	62115: E20	1970-01-02T14:00:00	Mixed		353 (100.00)	107	0	4760.69	1715.55	2421.99	9.99006
163: Car	60609: I2	62111: E4	1970-01-02T14:00:00	RC		972 (100.00)	971	0	340.793	15.6488	1.28854	78.3993
163: Car	60609: I2	62101: E12	1970-01-02T14:00:00	Mixed		187 (100.00)	60	0	7959.34	349.543	17.9363	81.9745
163: Car	60609: I2	61625: I23	1970-01-02T14:00:00	RC		7 (100.00)	1	0	4750.89	297.644	0	57.4619
163: Car	60609: I2	61634: I24	1970-01-02T14:00:00	Mixed		14 (100.00)	5	0	4976.28	1229.74	438.058	14.5678
163: Car	60609: I2	62038: I30	1970-01-02T14:00:00	Mixed		52 (100.00)	20	0	1518.13	76.3931	5.91338	71.5413
163: Car	60609: I2	61685: I25	1970-01-02T14:00:00	Mixed		22 (100.00)	9	0	4392.42	1665.21	1458.9	9.49594
163: Car	60609: I2	61770: I26	1970-01-02T14:00:00	RC		40 (100.00)	18	0	890.242	58.0911	5.47418	55.1698
163: Car	60609: I2	62025: I29	1970-01-02T14:00:00	RC		16 (100.00)	8	0	1770.49	110.988	9.97886	57.4278
163: Car	60609: I2	61889: I27	1970-01-02T14:00:00	Mixed		7 (100.00)	0	0	4945.09	0	0	
163: Car	60609: I2	61922: I28	1970-01-02T14:00:00	Mixed		28 (100.00)	6	0	7307.22	943.33	1552.42	27.8863
163: Car	60609: I2	60509: I1	1970-01-02T14:00:00	RC		77 (100.00)	77	0	15.8088	1.05182	0.0847619	54.1078
163: Car	60509: I1	61270: I13	1970-01-02T14:00:00	RC		3 (100.00)	0	0	3899.82	0	0	
163: Car	60509: I1	61281: I14	1970-01-02T14:00:00	RC		25 (100.00)	8	0	3706.97	223.614	12.1204	59.6792
163: Car	60509: I1	62116: E19	1970-01-02T14:00:00	RC		5 (100.00)	0	0	6825.68	0	0	
163: Car	60509: I1	61340: I17	1970-01-02T14:00:00	RC		21 (100.00)	21	0	2006.68	142.212	11.3706	50.7977
163: Car	60509: I1	61444: I19	1970-01-02T14:00:00	RC		21 (100.00)	13	0	2444.91	1247.46	2600.84	7.05567
163: Car	60509: I1	61479: I20	1970-01-02T14:00:00	RC		41 (100.00)	6	0	3392.78	208.539	13.2777	58.5695
163: Car	60509: I1	61369: I18	1970-01-02T14:00:00	RC		61 (100.00)	61	0	1446.81	111.535	7.25745	46.6985
163: Car	60509: I1	61185: I12	1970-01-02T14:00:00	RC		36 (100.00)	3	0	4215.96	274.206	23.8225	55.3505
163: Car	60509: I1	60609: I2	1970-01-02T14:00:00	RC		79 (100.00)	39	0	182.331	15.0312	1.60156	43.6688
163: Car	60509: I1	60690: I3	1970-01-02T14:00:00	RC		16 (100.00)	1	0	2194.64	184.231	0	42.8848
163: Car	60509: I1	61160: I11	1970-01-02T14:00:00	RC		2 (100.00)	1	0	7038.31	358.734	0	70.6315
163: Car	60509: I1	60715: I4	1970-01-02T14:00:00	RC		19 (100.00)	4	0	2853.28	179.514	9.4728	57.2202
163: Car	60509: I1	60796: I6	1970-01-02T14:00:00	RC		52 (100.00)	17	0	5682.21	293.297	10.626	69.7448
163: Car	60509: I1	61153: I10	1970-01-02T14:00:00	RC		7 (100.00)	2	0	6202.65	262.638	9.53222	85.0203
163: Car	60509: I1	60941: I7	1970-01-02T14:00:00	RC		36 (100.00)	7	0	4878.06	273.452	107.685	64.2197
163: Car	60509: I1	61034: I8	1970-01-02T14:00:00	RC		40 (100.00)	11	0	5781.25	307.658	20.615	67.6481
163: Car	60509: I1	61551: I21	1970-01-02T14:00:00	RC		48 (100.00)	40	0	1640.95	115.35	8.88763	51.2128
163: Car	60509: I1	62105: E6	1970-01-02T14:00:00	RC		85 (100.00)	22	0	5153.95	328.748	21.0019	56.439
163: Car	60509: I1	62106: E5	1970-01-02T14:00:00	RC		140 (100.00)	40	0	3905.07	247.638	17.869	56.7693
163: Car	60509: I1	61576: I22	1970-01-02T14:00:00	Mixed		19 (100.00)	19	0	2735	2720.9	3017.09	3.61865
163: Car	60509: I1	62107: E13	1970-01-02T14:00:00	RC		214 (100.00)	48	0	7260.01	304.142	18.7491	85.9338
163: Car	60509: I1	62113: E21	1970-01-02T14:00:00	Mixed		739 (100.00)	200	0	5035.35	3439.66	4863.67	5.27006
163: Car	60509: I1	62115: E20	1970-01-02T14:00:00	Mixed		569 (100.00)	140	0	5143.72	1867.55	2831.38	9.91531
163: Car	60509: I1	62111: E4	1970-01-02T14:00:00	RC		835 (100.00)	305	0	789.626	56.9462	4.69744	49.9182
163: Car	60509: I1	62101: E12	1970-01-02T14:00:00	RC		178 (100.00)	55	0	8275.86	388.798	40.6308	76.6288
163: Car	60509: I1	61625: I23	1970-01-02T14:00:00	Mixed		22 (100.00)	2	0	5267.8	2023.85	8.65689	9.37028
163: Car	60509: I1	61634: I24	1970-01-02T14:00:00	Mixed		30 (100.00)	4	0	4898.92	1077.12	841.122	16.3733
163: Car	60509: I1	62038: I30	1970-01-02T14:00:00	RC		35 (100.00)	35	0	1493.61	111.547	9.69389	48.204
163: Car	60509: I1	61685: I25	1970-01-02T14:00:00	RC		33 (100.00)	29	0	1867.9	134.717	9.50035	49.9155
163: Car	60509: I1	61770: I26	1970-01-02T14:00:00	RC		47 (100.00)	47	0	155.744	10.2319	0.8477	54.7974
163: Car	60509: I1	62025: I29	1970-01-02T14:00:00	RC		19 (100.00)	19	0	958.764	67.1491	4.70543	51.4013
163: Car	60509: I1	61889: I27	1970-01-02T14:00:00	Mixed		13 (100.00)	1	0	5252.46	1047.16	0	18.0572
163: Car	60509: I1	61922: I28	1970-01-02T14:00:00	RC		26 (100.00)	4	0	7550.44	350.979	15.5279	77.445
163: Car	60609: I2	62116: E19	1970-01-02T14:00:00	RC		2 (100.00)	0	0	6295.89	0	0	
163: Car	60715: I4	61444: I19	1970-01-02T14:00:00	Mixed		12 (100.00)	0	0	3663.65	0	0	
163: Car	60715: I4	61479: I20	1970-01-02T14:00:00	RC		12 (100.00)	8	0	2912.49	187.145	9.45252	56.0258
163: Car	60690: I3	60509: I1	1970-01-02T14:00:00	RC		18 (100.00)	6	0	2143.32	164.242	10.9314	46.9792
163: Car	60715: I4	61551: I21	1970-01-02T14:00:00	RC		5 (100.00)	1	0	2932.27	209.26	0	50.4453
163: Car	60715: I4	61625: I23	1970-01-02T14:00:00	RC		1 (100.00)	1	0	4800.38	229.915	0	75.1641
163: Car	60715: I4	61634: I24	1970-01-02T14:00:00	RC		2 (100.00)	0	0	4401.48	0	0	
163: Car	60715: I4	61576: I22	1970-01-02T14:00:00	RC		8 (100.00)	0	0	5205.04	0	0	
163: Car	60715: I4	61369: I18	1970-01-02T14:00:00	RC		6 (100.00)	0	0	2823.29	0	0	
163: Car	60715: I4	61034: I8	1970-01-02T14:00:00	RC		35 (100.00)	19	0	2127.64	159.323	11.3386	48.0752
163: Car	60715: I4	61153: I10	1970-01-02T14:00:00	RC		3 (100.00)	0	0	2744.9	0	0	
163: Car	60715: I4	61340: I17	1970-01-02T14:00:00	RC		4 (100.00)	3	0	2247.48	150.673	20.4562	53.6987
163: Car	60715: I4	61160: I11	1970-01-02T14:00:00	RC		15 (100.00)	15	0	2024.12	156.189	10.4639	46.6541
163: Car	60715: I4	61185: I12	1970-01-02T14:00:00	RC		31 (100.00)	11	0	2740.41	212.222	16.4355	46.4866
163: Car	60715: I4	61320: I15	1970-01-02T14:00:00	RC		3 (100.00)	1	0	2317.68	171.727	0	48.5868
163: Car	60715: I4	61270: I13	1970-01-02T14:00:00	RC		4 (100.00)	4	0	3127.66	270.311	28.3959	41.6541
163: Car	60715: I4	61281: I14	1970-01-02T14:00:00	RC		9 (100.00)	4	0	2395.21	185.686	17.7852	46.4373
163: Car	60715: I4	61685: I25	1970-01-02T14:00:00	Mixed		5 (100.00)	4	0	4539.49	3464.65	2106.86	4.71683
163: Car	60715: I4	62113: E21	1970-01-02T14:00:00	Mixed		274 (100.00)	85	0	4556.88	3236.77	4975.47	5.06824
163: Car	60715: I4	62115: E20	1970-01-02T14:00:00	Mixed		211 (100.00)	53	0	4665.02	1797.06	3032.6	9.34532
163: Car	60715: I4	61770: I26	1970-01-02T14:00:00	RC		13 (100.00)	3	0	3203.52	201.485	20.4263	57.2384
163: Car	60715: I4	62116: E19	1970-01-02T14:00:00	RC		3 (100.00)	0	0	6345.39	0	0	
163: Car	60793: I5	60715: I4	1970-01-02T14:00:00	RC		1 (100.00)	0	0	1039.16	0	0	
163: Car	60793: I5	60796: I6	1970-01-02T14:00:00	RC		1 (100.00)	0	0	1259.95	0	0	
163: Car	60793: I5	60690: I3	1970-01-02T14:00:00	RC		1 (100.00)	1	0	5469.86	304.019	0	64.7706
163: Car	60715: I4	62111: E4	1970-01-02T14:00:00	Mixed		562 (100.00)	231	0	1827.69	110.539	8.25687	59.5237
163: Car	60715: I4	61889: I27	1970-01-02T14:00:00	RC		1 (100.00)	0	0	4781.62	0	0	
163: Car	60715: I4	61922: I28	1970-01-02T14:00:00	RC		43 (100.00)	42	0	1483.02	108.945	7.47001	49.0049
163: Car	60715: I4	62107: E13	1970-01-02T14:00:00	RC		184 (100.00)	88	0	3802.26	177.538	9.0348	77.0998
163: Car	60715: I4	62025: I29	1970-01-02T14:00:00	RC		14 (100.00)	2	0	1838.07	128.689	19.7713	51.4192
163: Car	60715: I4	62038: I30	1970-01-02T14:00:00	RC		53 (100.00)	34	0	145.417	14.0182	1.1591	37.3444
163: Car	60715: I4	62106: E5	1970-01-02T14:00:00	RC		248 (100.00)	248	0	85.6248	5.65686	0.467666	54.4913
163: Car	60715: I4	62101: E12	1970-01-02T14:00:00	RC		193 (100.00)	191	0	2259.6	155.16	11.1198	52.4271
163: Car	60715: I4	62105: E6	1970-01-02T14:00:00	RC		163 (100.00)	163	0	921.54	70.2902	5.69327	47.1978
163: Car	60715: I4	60941: I7	1970-01-02T14:00:00	RC		39 (100.00)	16	0	987.402	83.0745	3.60733	42.7887
163: Car	60690: I3	61281: I14	1970-01-02T14:00:00	RC		1 (100.00)	0	0	4382.97	0	0	
163: Car	60690: I3	61340: I17	1970-01-02T14:00:00	RC		1 (100.00)	0	0	3403.77	0	0	
163: Car	60715: I4	60796: I6	1970-01-02T14:00:00	RC		315 (100.00)	315	0	453.621	34.7458	3.05818	46.9995
163: Car	60690: I3	61369: I18	1970-01-02T14:00:00	RC		11 (100.00)	4	0	3979.58	293.635	18.1234	48.7901
163: Car	60690: I3	61479: I20	1970-01-02T14:00:00	RC		4 (100.00)	1	0	4068.77	270.578	0	54.1343
163: Car	60690: I3	61551: I21	1970-01-02T14:00:00	RC		3 (100.00)	0	0	4070.47	0	0	
163: Car	60690: I3	61444: I19	1970-01-02T14:00:00	RC		4 (100.00)	1	0	4815.05	359.091	0	48.2724
163: Car	60690: I3	61270: I13	1970-01-02T14:00:00	RC		4 (100.00)	0	0	4575.81	0	0	
163: Car	60690: I3	60609: I2	1970-01-02T14:00:00	RC		38 (100.00)	17	0	649.584	54.844	3.60519	42.6392
163: Car	60690: I3	60715: I4	1970-01-02T14:00:00	RC		9 (100.00)	1	0	3529.28	234.972	0	54.0719
163: Car	60690: I3	61185: I12	1970-01-02T14:00:00	RC		1 (100.00)	1	0	4816.66	358.1	0	48.4222
163: Car	60690: I3	60796: I6	1970-01-02T14:00:00	RC		19 (100.00)	5	0	6358.21	369.807	17.3396	61.8959
163: Car	60690: I3	60941: I7	1970-01-02T14:00:00	RC		1 (100.00)	1	0	5554.05	270.485	0	73.9213
163: Car	60690: I3	61160: I11	1970-01-02T14:00:00	RC		3 (100.00)	1	0	7714.3	352.71	0	78.7376
163: Car	60690: I3	61034: I8	1970-01-02T14:00:00	RC		10 (100.00)	5	0	6457.24	366.105	20.9908	63.4956
163: Car	60690: I3	61153: I10	1970-01-02T14:00:00	RC		2 (100.00)	0	0	6878.65	0	0	
163: Car	60690: I3	61576: I22	1970-01-02T14:00:00	Mixed		1 (100.00)	1	0	5815.03	961.29	0	21.7771
163: Car	60690: I3	62111: E4	1970-01-02T14:00:00	RC		318 (100.00)	105	0	1438.01	120.474	7.24766	42.9706
163: Car	60690: I3	62113: E21	1970-01-02T14:00:00	Mixed		127 (100.00)	60	0	5722.47	2147.24	3766.99	9.59414
163: Car	60690: I3	61634: I24	1970-01-02T14:00:00	RC		1 (100.00)	0	0	5557.76	0	0	
163: Car	60690: I3	62115: E20	1970-01-02T14:00:00	Mixed		63 (100.00)	11	0	5819.83	2756.26	4301.99	7.60139
163: Car	60690: I3	62116: E19	1970-01-02T14:00:00	Mixed		2 (100.00)	2	0	5815.03	2517.19	258.117	8.31645
163: Car	60715: I4	60690: I3	1970-01-02T14:00:00	RC		6 (100.00)	4	0	3209.28	234.564	17.0194	49.2548
163: Car	60715: I4	60509: I1	1970-01-02T14:00:00	RC		9 (100.00)	7	0	2531.2	161.368	11.9928	56.4694
163: Car	60715: I4	60609: I2	1970-01-02T14:00:00	RC		18 (100.00)	5	0	2190.22	123.208	5.13618	63.9959
163: Car	60690: I3	62107: E13	1970-01-02T14:00:00	RC		34 (100.00)	14	0	7936.01	374.385	18.1086	76.3108
163: Car	60690: I3	61685: I25	1970-01-02T14:00:00	RC		2 (100.00)	0	0	5516.89	0	0	
163: Car	60690: I3	61770: I26	1970-01-02T14:00:00	RC		10 (100.00)	5	0	2815.64	207.172	13.2251	48.927
163: Car	60690: I3	62106: E5	1970-01-02T14:00:00	RC		87 (100.00)	29	0	4581.06	310.623	38.1668	53.0928
163: Car	60690: I3	61922: I28	1970-01-02T14:00:00	RC		6 (100.00)	1	0	8226.43	391.725	0	75.6019
163: Car	60690: I3	62025: I29	1970-01-02T14:00:00	RC		2 (100.00)	2	0	2976.28	224.188	4.58166	47.7928
163: Car	60690: I3	62105: E6	1970-01-02T14:00:00	RC		60 (100.00)	28	0	5829.94	391.197	28.3064	53.6502
163: Car	60690: I3	62038: I30	1970-01-02T14:00:00	RC		4 (100.00)	4	0	2465.89	177.933	2.60815	49.8907
163: Car	60690: I3	62101: E12	1970-01-02T14:00:00	RC		65 (100.00)	28	0	8951.86	456.957	23.6229	70.5245
163: Car	61153: I10	62113: E21	1970-01-02T14:00:00	Mixed		34 (100.00)	28	0	7393.43	3446.65	3340.69	7.7224
163: Car	61369: I18	61444: I19	1970-01-02T14:00:00	RC		42 (100.00)	31	0	517.797	1886.58	3217.74	0.988069
163: Car	61369: I18	61479: I20	1970-01-02T14:00:00	RC		40 (100.00)	40	0	1197.79	93.6701	7.10869	46.0343
163: Car	61153: I10	62115: E20	1970-01-02T14:00:00	Mixed		23 (100.00)	15	0	7457.61	3320.65	2099.01	8.08497
163: Car	61369: I18	61551: I21	1970-01-02T14:00:00	Mixed		12 (100.00)	8	0	1416.27	106.673	7.77969	47.7962
163: Car	61369: I18	61625: I23	1970-01-02T14:00:00	RC		2 (100.00)	0	0	2532.71	0	0	
163: Car	61369: I18	61634: I24	1970-01-02T14:00:00	RC		8 (100.00)	6	0	2242.82	14747.4	590.943	0.547498
163: Car	61369: I18	61576: I22	1970-01-02T14:00:00	RC		21 (100.00)	21	0	728.672	1975.99	3139.27	1.32754
163: Car	61369: I18	61340: I17	1970-01-02T14:00:00	RC		22 (100.00)	22	0	374.598	32.2643	2.01365	41.7971
163: Car	61369: I18	60941: I7	1970-01-02T14:00:00	Mixed		25 (100.00)	9	0	4089.36	268.31	157.844	54.8682
163: Car	61369: I18	61034: I8	1970-01-02T14:00:00	RC		19 (100.00)	1	0	3278.81	15929.9	0	0.74098
163: Car	61369: I18	61320: I15	1970-01-02T14:00:00	RC		3 (100.00)	2	0	1637.82	130.179	1.51031	45.2926
163: Car	61369: I18	61153: I10	1970-01-02T14:00:00	RC		6 (100.00)	3	0	5123.38	226.847	16.3441	81.3066
163: Car	61369: I18	61160: I11	1970-01-02T14:00:00	RC		9 (100.00)	3	0	5959.03	279.378	5.68751	76.7867
163: Car	61369: I18	61281: I14	1970-01-02T14:00:00	RC		14 (100.00)	11	0	2414.84	201.329	15.0815	43.1801
163: Car	61369: I18	61185: I12	1970-01-02T14:00:00	RC		29 (100.00)	5	0	2288.84	3123.21	6686.81	2.63826
163: Car	61369: I18	61270: I13	1970-01-02T14:00:00	RC		8 (100.00)	3	0	1704.83	151.683	4.25293	40.4619
163: Car	61369: I18	61685: I25	1970-01-02T14:00:00	RC		11 (100.00)	11	0	1583.8	125.504	7.76616	45.4302
163: Car	61369: I18	62113: E21	1970-01-02T14:00:00	RC		307 (100.00)	294	0	2376.35	7710.17	5595.87	1.10956
163: Car	61369: I18	62115: E20	1970-01-02T14:00:00	RC		194 (100.00)	85	0	2714.48	12158.4	3416.72	0.803733
163: Car	61369: I18	61770: I26	1970-01-02T14:00:00	RC		9 (100.00)	6	0	1886.81	141.676	15.896	47.9443
163: Car	61369: I18	62116: E19	1970-01-02T14:00:00	RC		2 (100.00)	0	0	3071.6	0	0	
163: Car	61444: I19	60609: I2	1970-01-02T14:00:00	Mixed		29 (100.00)	18	0	2759.86	213.835	21.6919	46.4634
163: Car	61444: I19	60690: I3	1970-01-02T14:00:00	Mixed		1 (100.00)	0	0	9977.41	0	0	
163: Car	61444: I19	60509: I1	1970-01-02T14:00:00	RC		21 (100.00)	17	0	2279.63	180.351	12.0515	45.5038
163: Car	61369: I18	62111: E4	1970-01-02T14:00:00	Mixed		221 (100.00)	89	0	5645.13	899.508	2032.19	22.5929
163: Car	61369: I18	61889: I27	1970-01-02T14:00:00	RC		6 (100.00)	1	0	1499.32	14279.6	0	0.37799
163: Car	61369: I18	61922: I28	1970-01-02T14:00:00	RC		12 (100.00)	4	0	6471.16	345.047	52.3487	67.5159
163: Car	61369: I18	62107: E13	1970-01-02T14:00:00	RC		60 (100.00)	51	0	6180.74	321.745	91.2156	69.1561
163: Car	61369: I18	62025: I29	1970-01-02T14:00:00	RC		10 (100.00)	10	0	640.921	62.7252	3.46629	36.7845
163: Car	61369: I18	62038: I30	1970-01-02T14:00:00	RC		32 (100.00)	31	0	1175.77	103.992	6.32855	40.7028
163: Car	61369: I18	62106: E5	1970-01-02T14:00:00	Mixed		42 (100.00)	21	0	6349.76	1202.2	2393.87	19.0144
163: Car	61369: I18	62101: E12	1970-01-02T14:00:00	Mixed		59 (100.00)	39	0	7208.92	357.598	38.52	72.5734
163: Car	61369: I18	62105: E6	1970-01-02T14:00:00	Mixed		26 (100.00)	18	0	6700.8	418.999	153.775	57.5726
163: Car	61369: I18	60796: I6	1970-01-02T14:00:00	Mixed		14 (100.00)	7	0	5154.94	288.7	131.634	64.2805
163: Car	61340: I17	61281: I14	1970-01-02T14:00:00	RC		6 (100.00)	6	0	2195.99	186.775	14.0377	42.3266
163: Car	61340: I17	61369: I18	1970-01-02T14:00:00	RC		9 (100.00)	9	0	669.494	50.4214	2.11499	47.8007
163: Car	61369: I18	60715: I4	1970-01-02T14:00:00	Mixed		6 (100.00)	1	0	3157.64	181.601	0	62.5959
163: Car	61340: I17	61444: I19	1970-01-02T14:00:00	RC		4 (100.00)	4	0	1205	89.8739	0.401206	48.2677
163: Car	61340: I17	61551: I21	1970-01-02T14:00:00	RC		2 (100.00)	2	0	2104.54	173.521	6.25466	43.6625
163: Car	61340: I17	61576: I22	1970-01-02T14:00:00	RC		1 (100.00)	0	0	2206	0	0	
163: Car	61340: I17	61479: I20	1970-01-02T14:00:00	RC		15 (100.00)	15	0	469.132	43.21	4.40238	39.0853
163: Car	61340: I17	61270: I13	1970-01-02T14:00:00	RC		6 (100.00)	6	0	1485.98	138.846	6.94725	38.5285
163: Car	61340: I17	60609: I2	1970-01-02T14:00:00	Mixed		7 (100.00)	5	0	3722.81	134.861	9.36425	99.3771
163: Car	61340: I17	60690: I3	1970-01-02T14:00:00	RC		2 (100.00)	0	0	3196.79	0	0	
163: Car	61340: I17	61185: I12	1970-01-02T14:00:00	RC		9 (100.00)	4	0	1714.09	112.271	9.53983	54.9629
163: Car	61340: I17	60715: I4	1970-01-02T14:00:00	Mixed		5 (100.00)	1	0	2691.78	168.102	0	57.6458
163: Car	61340: I17	60796: I6	1970-01-02T14:00:00	Mixed		10 (100.00)	4	0	4963.69	225.34	7.44704	79.2992
163: Car	61340: I17	61160: I11	1970-01-02T14:00:00	RC		3 (100.00)	3	0	5740.19	293.304	8.38867	70.4549
163: Car	61340: I17	60941: I7	1970-01-02T14:00:00	Mixed		15 (100.00)	8	0	4548.52	172.496	13.9901	94.9278
163: Car	61340: I17	61034: I8	1970-01-02T14:00:00	RC		15 (100.00)	5	0	2704.06	161.642	16.9813	60.2233
163: Car	61340: I17	61634: I24	1970-01-02T14:00:00	Mixed		8 (100.00)	2	0	10453.5	3331.89	4312.6	11.2946
163: Car	61340: I17	62113: E21	1970-01-02T14:00:00	Mixed		100 (100.00)	61	0	6023.26	3058.02	4566.65	7.09077
163: Car	61340: I17	62115: E20	1970-01-02T14:00:00	Mixed		77 (100.00)	48	0	6182.91	1833.13	1684.87	12.1423
163: Car	61340: I17	61685: I25	1970-01-02T14:00:00	RC		16 (100.00)	14	0	2331.49	178.887	8.96076	46.92
163: Car	61340: I17	62116: E19	1970-01-02T14:00:00	RC		3 (100.00)	0	0	4406.72	0	0	
163: Car	61369: I18	60609: I2	1970-01-02T14:00:00	Mixed		42 (100.00)	20	0	1817.75	136.318	20.3171	48.0046
163: Car	61369: I18	60690: I3	1970-01-02T14:00:00	Mixed		11 (100.00)	3	0	5683.49	429.542	318.369	47.6335
163: Car	61369: I18	60509: I1	1970-01-02T14:00:00	RC		28 (100.00)	28	0	1266.49	101.553	7.06276	44.8965
